section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
12 Integrations,omrchecker,12.036,What security controls apply to integration 'OMRChecker'?,Do not auto-publish; import validation required.,integration_security,MVP,,omrchecker,,,restricted,Apply security controls for omrchecker: Do not auto-publish; import validation required.,Security test validates controls.,Yes
12 Integrations,pdf_generator,12.037,What is integration 'PDFMonkey or Gotenberg' used for?,Generate certificate PDFs from templates.,integration,Future,,pdf_generator,,,internal,Configure integration pdf_generator: server-side API or self-hosted service,Certificate generation mocked/real test.,Yes
12 Integrations,pdf_generator,12.038,Is integration 'PDFMonkey or Gotenberg' mandatory?,optional_phase_2,integration_priority,Future,,pdf_generator,,,internal,Mark integration pdf_generator priority as optional_phase_2; allow mock if not MVP mandatory.,Integration config status appears in environment checklist.,Yes
12 Integrations,pdf_generator,12.039,What data direction applies to integration 'PDFMonkey or Gotenberg'?,write,integration_direction,Future,,pdf_generator,,,internal,Implement integration pdf_generator as write.,Integration tests verify read/write direction only.,Yes
12 Integrations,pdf_generator,12.040,What security controls apply to integration 'PDFMonkey or Gotenberg'?,Generated PDFs stored privately; verification code embedded.,integration_security,Future,,pdf_generator,,,restricted,Apply security controls for pdf_generator: Generated PDFs stored privately; verification code embedded.,Security test validates controls.,Yes
12 Integrations,docuseal,12.041,What is integration 'DocuSeal' used for?,Capture signed school/parent consent declaration if required.,integration,Future,,docuseal,,,internal,Configure integration docuseal: embedded signing or API,Consent workflow test when enabled.,Yes
12 Integrations,docuseal,12.042,Is integration 'DocuSeal' mandatory?,future_optional,integration_priority,Future,,docuseal,,,internal,Mark integration docuseal priority as future_optional; allow mock if not MVP mandatory.,Integration config status appears in environment checklist.,Yes
12 Integrations,docuseal,12.043,What data direction applies to integration 'DocuSeal'?,read_write,integration_direction,Future,,docuseal,,,internal,Implement integration docuseal as read_write.,Integration tests verify read/write direction only.,Yes
12 Integrations,docuseal,12.044,What security controls apply to integration 'DocuSeal'?,Signed declarations private; consent status audited.,integration_security,Future,,docuseal,,,restricted,Apply security controls for docuseal: Signed declarations private; consent status audited.,Security test validates controls.,Yes
12 Integrations,shadcn_mcp,12.045,What is integration 'shadcn MCP' used for?,Provide UI components/blocks to Claude Code/Codex.,integration,Future,,shadcn_mcp,,,restricted,Configure integration shadcn_mcp: development-time MCP only,Build uses committed components.,Yes
12 Integrations,shadcn_mcp,12.046,Is integration 'shadcn MCP' mandatory?,development_tool,integration_priority,Future,,shadcn_mcp,,,internal,Mark integration shadcn_mcp priority as development_tool; allow mock if not MVP mandatory.,Integration config status appears in environment checklist.,Yes
12 Integrations,shadcn_mcp,12.047,What data direction applies to integration 'shadcn MCP'?,read_write_repo,integration_direction,Future,,shadcn_mcp,,,internal,Implement integration shadcn_mcp as read_write_repo.,Integration tests verify read/write direction only.,Yes
12 Integrations,shadcn_mcp,12.048,What security controls apply to integration 'shadcn MCP'?,Do not treat as runtime dependency.,integration_security,Future,,shadcn_mcp,,,restricted,Apply security controls for shadcn_mcp: Do not treat as runtime dependency.,Security test validates controls.,Yes
12 Integrations,playwright_mcp,12.049,What is integration 'Playwright MCP' used for?,Allow agent to operate browser for E2E tests.,integration,Future,,playwright_mcp,,,restricted,Configure integration playwright_mcp: development-time MCP only,E2E tests run locally/staging.,Yes
12 Integrations,playwright_mcp,12.050,Is integration 'Playwright MCP' mandatory?,development_tool,integration_priority,Future,,playwright_mcp,,,internal,Mark integration playwright_mcp priority as development_tool; allow mock if not MVP mandatory.,Integration config status appears in environment checklist.,Yes
12 Integrations,playwright_mcp,12.051,What data direction applies to integration 'Playwright MCP'?,test,integration_direction,Future,,playwright_mcp,,,internal,Implement integration playwright_mcp as test.,Integration tests verify read/write direction only.,Yes
12 Integrations,playwright_mcp,12.052,What security controls apply to integration 'Playwright MCP'?,Use test accounts; no production secrets.,integration_security,Future,,playwright_mcp,,,restricted,Apply security controls for playwright_mcp: Use test accounts; no production secrets.,Security test validates controls.,Yes
12 Integrations,directus_mcp,12.053,What is integration 'Directus MCP' used for?,Allow Claude Code/Codex to inspect/create schema/roles/permissions.,integration,Future,,directus_mcp,,,restricted,Configure integration directus_mcp: OAuth/dedicated MCP builder user,MCP schema diff reviewed before apply.,Yes
12 Integrations,directus_mcp,12.054,Is integration 'Directus MCP' mandatory?,development_tool,integration_priority,Future,,directus_mcp,,,internal,Mark integration directus_mcp priority as development_tool; allow mock if not MVP mandatory.,Integration config status appears in environment checklist.,Yes
12 Integrations,directus_mcp,12.055,What data direction applies to integration 'Directus MCP'?,read_write_schema,integration_direction,Future,,directus_mcp,,,internal,Implement integration directus_mcp as read_write_schema.,Integration tests verify read/write direction only.,Yes
12 Integrations,directus_mcp,12.056,What security controls apply to integration 'Directus MCP'?,Keep deletes disabled; use dedicated builder account; review before writes.,integration_security,Future,,directus_mcp,,,restricted,Apply security controls for directus_mcp: Keep deletes disabled; use dedicated builder account; review before writes.,Security test validates controls.,Yes
13 Files and Documents,student_csv_template,13.001,What is document/file 'Student CSV/XLSX Template' used for?,"Columns: student_name, grade, section, school_roll_number, consent_obtained; examples included.",document,MVP,school_coordinator,students,student_csv_template,,public_or_school_specific,"Represent document student_csv_template in files/documents spec with mode=generated, formats=csv,xlsx.",Verify student_csv_template appears in file/document registry.,Yes
13 Files and Documents,student_csv_template,13.002,Who uploads or generates 'Student CSV/XLSX Template'?,Mode: generated; responsible actor(s): school_coordinator.,document_owner,MVP,school_coordinator,students,student_csv_template,,public_or_school_specific,Implement upload/generation permission for student_csv_template.,Permission test verifies only school_coordinator can create student_csv_template.,Yes
13 Files and Documents,student_csv_template,13.003,What formats are allowed for 'Student CSV/XLSX Template'?,"csv,xlsx",document_format,MVP,school_coordinator,students,student_csv_template,,public_or_school_specific,"Validate allowed file formats for student_csv_template: csv,xlsx.",Reject unsupported file format for student_csv_template.,Yes
13 Files and Documents,student_csv_template,13.004,What visibility/security applies to 'Student CSV/XLSX Template'?,public_or_school_specific,document_security,MVP,school_coordinator,students,student_csv_template,,public_or_school_specific,Apply file access policy for student_csv_template: public_or_school_specific; Template download available only when participation approved; school-specific download logged if personalised.,File access test verifies student_csv_template cannot be accessed by unauthorised users.,Yes
13 Files and Documents,student_csv_template,13.005,What lifecycle/control rule applies to 'Student CSV/XLSX Template'?,Template download available only when participation approved; school-specific download logged if personalised.,document_lifecycle,MVP,school_coordinator,students,student_csv_template,,public_or_school_specific,Implement lifecycle/control rule for student_csv_template: Template download available only when participation approved; school-specific download logged if personalised.,Lifecycle test verifies gates/audit for student_csv_template.,Yes
13 Files and Documents,student_upload_file,13.006,What is document/file 'Student Upload File' used for?,Uploaded bulk student list for parsing and validation.,document,MVP,school_coordinator,"students,files",student_upload_file,,private,"Represent document student_upload_file in files/documents spec with mode=uploaded, formats=csv,xlsx.",Verify student_upload_file appears in file/document registry.,Yes
